date,open,high,low,close
20141107,4.52,4.56,4.44,4.44
20141106,4.54,4.56,4.48,4.5
20141105,4.48,4.6,4.46,4.52
20141104,4.56,4.58,4.46,4.48
20141103,4.66,4.66,4.56,4.56
20141031,4.76,4.78,4.56,4.6
20141030,4.6,4.72,4.54,4.72
20141029,4.7,4.74,4.56,4.56
20141028,4.38,4.64,4.36,4.62
20141027,4.3,4.38,4.26,4.36
20141024,4.26,4.34,4.26,4.3
20141022,4.24,4.32,4.24,4.26
20141021,4.28,4.3,4.22,4.22
20141020,4.34,4.36,4.24,4.24
20141017,4.3,4.32,4.2,4.26
20141016,4.34,4.34,4.24,4.24
20141015,4.48,4.52,4.3,4.32
20141014,4.42,4.54,4.38,4.46
20141013,4.42,4.46,4.36,4.38
20141010,4.34,4.44,4.34,4.4
20141009,4.46,4.48,4.32,4.38
20141008,4.28,4.46,4.24,4.38
20141007,4.66,4.66,4.28,4.3
20141006,4.96,4.96,4.6,4.6
20141003,4.6,4.94,4.6,4.92
20141002,5.05,5.1,4.9,4.92
20141001,4.94,5.1,4.9,5.1
20140930,4.82,4.96,4.78,4.9
20140929,4.98,5.05,4.76,4.8
20140926,4.74,5.05,4.72,4.96
20140925,4.6,4.86,4.56,4.78
20140924,4.84,4.84,4.54,4.54
20140923,4.96,5.1,4.86,4.9
20140922,4.78,4.98,4.74,4.94
20140919,4.68,4.98,4.66,4.74
20140918,4.54,4.7,4.52,4.6
20140917,4.6,4.62,4.48,4.5
20140916,4.34,4.72,4.34,4.62
20140915,4.34,4.36,4.28,4.32
20140912,4.34,4.38,4.3,4.32
20140911,4.32,4.42,4.32,4.34
20140910,4.38,4.38,4.28,4.32
20140909,4.42,4.46,4.36,4.38
20140908,4.44,4.48,4.38,4.4
20140905,4.42,4.44,4.4,4.4
20140904,4.48,4.5,4.4,4.4
20140903,4.52,4.54,4.46,4.46
20140902,4.34,4.54,4.32,4.48
20140901,4.4,4.4,4.32,4.32
20140829,4.38,4.42,4.36,4.38
20140828,4.5,4.5,4.36,4.4
20140827,4.42,4.56,4.42,4.44
20140826,4.34,4.46,4.34,4.38
20140825,4.36,4.38,4.32,4.32
20140822,4.36,4.38,4.3,4.32
20140821,4.38,4.46,4.32,4.32
20140820,4.24,4.4,4.24,4.38
20140819,4.2,4.24,4.2,4.2
20140818,4.22,4.24,4.18,4.18
20140815,4.28,4.3,4.22,4.22
20140814,4.26,4.34,4.22,4.28
20140813,4.22,4.24,4.2,4.22
20140808,4.16,4.2,4.14,4.2
20140807,4.2,4.22,4.16,4.18
20140806,4.18,4.22,4.16,4.16
20140805,4.22,4.24,4.18,4.2
20140804,4.1,4.22,4.1,4.18
20140801,4.04,4.14,4.02,4.1
20140731,4.22,4.28,4.1,4.1
20140730,4.24,4.3,4.14,4.22
20140729,4.5,4.5,4.18,4.26
20140728,4.52,4.54,4.42,4.48
20140725,4.36,4.52,4.36,4.48
20140724,4.38,4.4,4.32,4.36
20140723,4.34,4.4,4.34,4.38
20140722,4.44,4.44,4.28,4.32
20140721,4.36,4.46,4.34,4.4
