date,open,high,low,close
20141107,47.75,47.75,46.75,47.75
20141106,48.25,48.25,47.25,48
20141105,48.75,48.75,48,48.25
20141104,48.75,49,48.5,48.75
20141103,48.5,48.5,47.75,48.5
20141031,48,48.25,47.75,48.25
20141030,47,48.25,46.75,47.75
20141029,46.25,47,46.25,46.5
20141028,46.5,46.5,46,46.25
20141027,46.5,46.75,46,46.75
20141024,46,46.25,45.75,46
20141022,45.25,45.75,45.25,45.75
20141021,45.5,45.75,44.75,45.25
20141020,45.75,46,45.25,45.75
20141017,44.5,46,44.25,45.75
20141016,45,45.25,44.5,44.5
20141015,45.25,45.5,45,45
20141014,45.75,46,45.25,45.25
20141013,45.75,46.25,45.5,45.5
20141010,45.5,46.25,45.5,46.25
20141009,45,47,44.5,46.75
20141008,44,44.5,43.25,44
20141007,44.5,45.25,44.25,44.5
20141006,46,46,44.5,44.5
20141003,45.5,46.25,45.25,46
20141002,46.75,46.75,45.25,45.75
20141001,46.5,47,46.5,46.75
20140930,47,47,46.5,46.5
20140929,47.75,47.75,46.5,47.25
20140926,47.5,48,47.5,47.75
20140925,47,47.5,46.75,47.25
20140924,46.75,47,46.5,46.75
20140923,46.75,47,46.75,47
20140922,47,47.5,46.75,47
20140919,47,47.5,46.75,47
20140918,46.5,47,46.25,46.5
20140917,46.25,46.5,46,46.25
20140916,46.5,46.75,46.25,46.25
20140915,47,47,46.5,46.5
20140912,47.25,47.5,46.5,47.25
20140911,47.75,47.75,47,47.5
20140910,47,47.75,46.75,47.75
20140909,47,47.25,46.75,47
20140908,47.25,47.75,47,47
20140905,47.5,47.75,47,47.25
20140904,48.75,48.75,47.5,47.75
20140903,48.5,48.75,48.25,48.75
20140902,48,48.75,47.75,48.25
20140901,48.25,48.75,47.5,48
20140829,49,49,48.25,48.25
20140828,48.25,49,47.75,48.5
20140827,48.5,48.75,48,48
20140826,48.5,48.5,48,48.25
20140825,49,49.5,48.5,48.75
20140822,46.75,48.5,46.5,48.5
20140821,46.5,47,46.25,46.25
20140820,46.75,46.75,46,46.5
20140819,47,47.25,46.25,46.5
20140818,47.25,47.5,46.75,47
20140815,47.75,47.75,46.75,47.25
20140814,48,48.25,47,47
20140813,46,47.75,46,47.75
20140808,46,46.25,45.75,46
20140807,46.25,46.5,46,46.25
20140806,46,46.5,45.75,46
20140805,46.75,47,46.25,46.75
20140804,46.5,47.25,46.5,47
20140801,46.75,47.25,46.25,46.5
20140731,48,48.25,47.5,47.75
20140730,49,49,47.5,48.25
20140729,47.5,49.5,47.5,49.25
20140728,47.25,48,47.25,47.75
20140725,48.5,48.5,47.25,47.75
20140724,49.25,49.25,48.25,48.75
20140723,48.25,49.25,48.25,49.25
20140722,48.75,49,48,48.25
20140721,49.25,49.75,48.25,48.75
20140718,49,49.5,48.75,49.5
20140717,49.25,49.75,49,49.25
20140716,49,49.5,48.75,49.5
20140715,49.25,49.75,48.5,49
20140714,49.5,50,49,49
20140710,48.5,49.25,48.25,49.25
20140709,49,49.25,48.25,48.25
20140708,48.75,49.5,48.5,49
20140707,48.25,48.75,48.25,48.75
20140704,48.5,48.75,48,48
20140703,48.5,48.5,47.75,48.25
20140702,49,49.25,48.25,48.5
20140630,49.75,49.75,49,49
20140627,49.5,50,48.75,49.5
20140626,49,49.75,48.75,49.5
20140625,49,49.5,48.25,49.5
20140624,49.5,49.5,48,49
20140623,49.75,49.75,49.25,49.5
20140620,48,50,47.75,49.5
20140619,48,48,47,48
20140618,48.25,48.5,47.75,48
20140617,48.5,48.75,47.75,48.25
20140616,49,49,48.5,48.75
20140613,48.5,49,48.25,48.75
20140612,49,49.25,48.25,48.75
20140611,49.25,50.25,48.75,49.25
20140610,48.25,49.5,48,49.5
20140609,49,49,47.75,48
20140606,48,49,47.5,48.75
20140605,48,48,47,47.75
20140604,48,48,47.5,47.5
20140603,48.5,48.5,47,48
20140602,47,48.25,46.75,48
20140530,45.5,47,45.25,47
20140529,45.5,45.75,45,45.5
20140528,44.5,45.75,44.5,45
20140527,44.5,44.5,43.75,44.25
20140526,44.5,44.75,43.75,44.5
20140523,43.5,44.75,43.5,44
20140522,44.75,45.25,44.5,44.5
20140521,44,45,44,44.5
20140520,45.25,45.25,43.75,44
20140519,45.75,46,45.5,46
20140516,44,46,44,45.75
20140515,44,44.75,43.5,44.5
20140514,43.5,44.75,43.5,44.5
20140512,43.5,43.75,43,43.25
20140509,43.5,44.25,43,43.25
20140508,44.25,44.25,43.25,43.5
20140507,44.25,44.75,43.75,44.75
20140506,44.5,45,44.5,44.75
20140502,45.25,45.5,44.75,45
20140430,45,45.25,44.5,45.25
20140429,43.75,45,43.5,45
20140428,43.25,44.25,43.25,43.5
20140425,44.5,44.75,43.5,43.5
20140424,44.75,44.75,44.25,44.25
20140423,44.75,45.25,44.25,44.5
20140422,45.25,45.25,44.25,44.5
20140421,44.75,45.25,44.75,45
20140418,45.5,45.5,44.75,44.75
20140417,45.75,45.75,44.75,45.25
20140416,45.75,46.25,45.25,45.5
20140411,45,46,44.75,45.75
20140410,44.5,45.25,44.25,45.25
20140409,44.5,45.25,44.25,44.5
20140408,44.75,45.75,44.25,44.25
20140404,46,46,45,45
20140403,46,46.5,45.75,46
20140402,46.25,46.5,45.5,46.25
20140401,47,47,46,46.5
20140331,45.75,47,45.75,47
20140328,44.5,46,44.25,45.5
20140327,44.25,44.5,44,44.25
20140326,44.5,44.75,43.75,44.25
20140325,44,44.25,43.25,44.25
20140324,44,44.75,42.75,44
20140321,44.25,44.5,43.75,44.25
20140320,43.75,44.25,43.5,44.25
20140319,45,45.25,43.5,44.25
20140318,45.5,46,44.5,44.75
20140317,45.75,45.75,44.75,45.25
20140314,45,46,44.25,46
20140313,44,45.5,44,45.25
20140312,43.75,44.25,43.5,44
20140311,44,44.25,43.5,43.75
20140310,43.75,44,43,43.75
20140307,45,45,43.75,44
20140306,44.5,45,44,45
20140305,44,44.75,43.5,44.5
20140304,43.5,44,43.25,43.5
20140303,42,44.25,42,43.25
20140228,41,41.5,41,41.25
20140227,40,41,40,40.75
20140226,40,40.25,39.75,40
20140225,40,40.5,39.75,40.25
20140224,39,40,38.75,40
20140221,39.75,39.75,39,39.5
20140220,39.5,39.75,39.25,39.75
20140219,40.75,41,39.75,40
20140218,41,41.25,40,40.75
20140217,39.75,41.25,39.25,41
20140213,39.25,39.75,39,39.5
20140212,38.75,39.5,38.5,39.25
20140211,38,38.75,37.75,38.75
20140210,38.5,38.75,37.75,38
20140207,38.5,39,38,38.25
20140206,37.5,38,37.25,38
20140205,37.5,37.5,36.75,37
20140204,37.25,37.75,37,37
20140203,37.75,38.5,37.75,38
20140131,37.5,37.75,37.25,37.5
20140130,37.25,37.5,36.75,37.5
20140129,37.5,38,37,37.5
20140128,38,38.25,37.25,37.25
20140127,39,39.25,38,38.25
